match_id,team_id,venue_id,team_name,date,start_time,team_score,opponent_id,opponent_score,all_out,declare,extras,raid_bonus_points,raid_touch_points,tackle_capture_points,tackle_capture_bonus_points,empty_raids_count,successful_raids_count,unsuccessful_raids_count,successful_tackles_count,unsuccessful_tackles_count,result,series_name,stage,is_home
1,3,5,Jaipur Pink Panthers,7/26/2014,20:00,28,5,44,2,0,0,3,22,1,0,10,20,10,1,23,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
1,5,5,U Mumba,7/26/2014,20:00,44,3,28,4,0,0,5,23,12,0,15,21,4,10,22,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
2,1,5,Bengaluru Bulls,7/26/2014,21:00,42,2,28,6,0,0,1,22,13,0,10,18,11,13,8,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
2,2,5,Dabang Delhi K.C.,7/26/2014,21:00,28,1,42,0,0,0,7,8,13,0,10,14,17,11,22,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
3,1,5,Bengaluru Bulls,7/27/2014,20:00,39,7,34,4,0,1,5,15,14,0,15,14,12,13,13,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,0
3,7,5,Puneri Paltan,7/27/2014,20:00,34,1,39,2,0,1,7,13,11,0,14,13,13,10,15,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,0
4,4,5,Bengal Warriors,7/27/2014,21:00,24,5,35,0,0,0,2,15,7,0,14,15,10,7,18,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,0
4,5,5,U Mumba,7/27/2014,21:00,35,4,24,2,0,0,6,18,9,0,12,19,8,9,15,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,1
5,2,5,Dabang Delhi K.C.,7/28/2014,20:00,35,7,31,2,0,0,5,18,10,0,14,21,5,10,17,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
5,7,5,Puneri Paltan,7/28/2014,20:00,31,2,35,2,0,0,5,17,7,0,13,16,10,5,18,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
6,5,5,U Mumba,7/28/2014,21:00,34,8,35,2,0,0,13,10,9,0,15,22,7,9,22,Match Drawn (35 - 35),"Pro Kabaddi League Season 1, 2014",NA,1
6,8,5,Telugu Titans,7/28/2014,21:00,35,5,34,4,0,0,2,22,7,0,13,20,10,7,10,Match Drawn (35 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
7,5,5,U Mumba,7/29/2014,20:00,35,6,32,4,0,0,5,17,9,0,17,17,6,9,14,U Mumba beat Patna Pirates (36 - 33),"Pro Kabaddi League Season 1, 2014",NA,1
7,6,5,Patna Pirates,7/29/2014,20:00,32,5,35,2,0,0,9,14,7,0,11,21,9,6,17,U Mumba beat Patna Pirates (36 - 33),"Pro Kabaddi League Season 1, 2014",NA,0
8,1,4,Bengaluru Bulls,7/30/2014,20:00,46,4,30,6,0,0,1,24,15,0,16,20,7,15,11,Bengaluru Bulls beat Bengal Warriors (46 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
8,4,4,Bengal Warriors,7/30/2014,20:00,30,1,46,0,0,0,8,11,11,0,12,16,15,7,24,Bengaluru Bulls beat Bengal Warriors (46 - 30),"Pro Kabaddi League Season 1, 2014",NA,1
9,3,4,Jaipur Pink Panthers,7/31/2014,20:00,46,8,31,4,0,1,7,22,12,0,18,23,3,12,20,Jaipur Pink Panthers beat Telugu Titans (46 - 32),"Pro Kabaddi League Season 1, 2014",NA,0
9,8,4,Telugu Titans,7/31/2014,20:00,31,3,46,2,0,1,4,20,4,0,11,21,12,3,22,Jaipur Pink Panthers beat Telugu Titans (46 - 32),"Pro Kabaddi League Season 1, 2014",NA,0
10,2,4,Dabang Delhi K.C.,7/31/2014,21:00,39,4,40,4,0,0,5,21,9,0,8,24,12,8,19,Bengal Warriors beat Dabang Delhi (42 - 40),"Pro Kabaddi League Season 1, 2014",NA,0
10,4,4,Bengal Warriors,7/31/2014,21:00,40,2,39,4,0,0,6,19,11,0,20,16,9,11,21,Bengal Warriors beat Dabang Delhi (42 - 40),"Pro Kabaddi League Season 1, 2014",NA,1
11,6,4,Patna Pirates,8/1/2014,20:00,34,8,35,2,0,1,4,23,4,0,13,22,5,4,19,Patna Pirates beat Telugu Titans (38 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
11,8,4,Telugu Titans,8/1/2014,20:00,35,6,34,2,0,0,8,19,6,0,11,22,8,5,23,Patna Pirates beat Telugu Titans (38 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
12,4,4,Bengal Warriors,8/1/2014,21:00,37,7,34,2,0,0,4,22,9,0,15,17,8,8,21,Bengal Warriors beat Puneri Paltan (38 - 35),"Pro Kabaddi League Season 1, 2014",NA,1
12,7,4,Puneri Paltan,8/1/2014,21:00,34,4,37,4,0,0,1,21,8,0,14,15,9,8,22,Bengal Warriors beat Puneri Paltan (38 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
13,3,4,Jaipur Pink Panthers,8/2/2014,20:00,35,6,18,4,0,0,7,17,7,0,15,21,3,7,9,Jaipur Pink Panthers beat Patna Pirates (40 - 18),"Pro Kabaddi League Season 1, 2014",NA,0
13,6,4,Patna Pirates,8/2/2014,20:00,18,3,35,0,0,0,5,9,4,0,13,14,12,3,17,Jaipur Pink Panthers beat Patna Pirates (40 - 18),"Pro Kabaddi League Season 1, 2014",NA,0
14,4,4,Bengal Warriors,8/2/2014,21:00,28,5,38,0,0,0,5,17,6,0,12,17,8,5,25,U Mumba beat Bengal Warriors (38 - 29),"Pro Kabaddi League Season 1, 2014",NA,1
14,5,4,U Mumba,8/2/2014,21:00,38,4,28,4,0,0,1,25,8,0,11,20,6,8,17,U Mumba beat Bengal Warriors (38 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
15,2,2,Dabang Delhi K.C.,8/3/2014,20:00,34,8,36,2,0,0,2,19,11,0,11,19,11,9,21,Telugu Titans beat Dabang Delhi (39 - 35),"Pro Kabaddi League Season 1, 2014",NA,1
15,8,2,Telugu Titans,8/3/2014,20:00,36,2,34,2,0,3,1,21,9,0,13,19,9,9,19,Telugu Titans beat Dabang Delhi (39 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
16,1,2,Bengaluru Bulls,8/3/2014,21:00,30,7,31,2,0,0,3,18,7,0,12,17,12,7,13,Puneri Paltan beat Bengaluru Bulls (33 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
16,7,2,Puneri Paltan,8/3/2014,21:00,31,1,30,2,0,0,5,13,11,0,17,15,8,10,18,Puneri Paltan beat Bengaluru Bulls (33 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
17,5,2,U Mumba,8/4/2014,20:00,41,7,25,6,0,0,6,20,9,0,14,20,5,9,12,U Mumba beat Puneri Paltan (44 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
17,7,2,Puneri Paltan,8/4/2014,20:00,25,5,41,2,0,0,6,12,5,0,14,12,12,4,20,U Mumba beat Puneri Paltan (44 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
18,2,2,Dabang Delhi K.C.,8/4/2014,21:00,30,6,33,0,0,0,11,15,4,0,11,24,9,2,16,Patna Pirates beat Dabang Delhi (36 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
18,6,2,Patna Pirates,8/4/2014,21:00,33,2,30,4,0,0,4,16,9,0,20,17,3,8,15,Patna Pirates beat Dabang Delhi (36 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
19,1,2,Bengaluru Bulls,8/5/2014,20:00,32,5,43,0,0,0,11,11,10,0,11,16,14,8,19,U Mumba beat Bengaluru Bulls (45 - 34),"Pro Kabaddi League Season 1, 2014",NA,0
19,5,2,U Mumba,8/5/2014,20:00,43,1,32,6,0,2,3,19,13,0,13,18,9,13,11,U Mumba beat Bengaluru Bulls (45 - 34),"Pro Kabaddi League Season 1, 2014",NA,0
20,2,2,Dabang Delhi K.C.,8/5/2014,21:00,29,3,36,2,0,0,2,15,10,0,9,15,16,9,16,Jaipur Pink Panthers beat Dabang Delhi (40 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
20,3,2,Jaipur Pink Panthers,8/5/2014,21:00,36,2,29,4,0,0,2,16,14,0,15,15,10,14,15,Jaipur Pink Panthers beat Dabang Delhi (40 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
21,2,2,Dabang Delhi K.C.,8/6/2014,20:00,45,4,35,6,0,0,3,23,13,0,14,19,6,13,22,Dabang Delhi beat Bengal Warriors (46 - 36),"Pro Kabaddi League Season 1, 2014",NA,1
21,4,2,Bengal Warriors,8/6/2014,20:00,35,2,45,4,0,0,4,22,5,0,3,22,13,5,23,Dabang Delhi beat Bengal Warriors (46 - 36),"Pro Kabaddi League Season 1, 2014",NA,0
22,6,6,Patna Pirates,8/7/2014,20:00,34,7,26,0,0,5,3,22,4,0,13,19,4,4,18,Patna Pirates beat Puneri Paltan (35 - 27),"Pro Kabaddi League Season 1, 2014",NA,1
22,7,6,Puneri Paltan,8/7/2014,20:00,26,6,34,0,0,0,4,18,4,0,15,19,4,3,22,Patna Pirates beat Puneri Paltan (35 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
23,4,6,Bengal Warriors,8/8/2014,20:00,39,8,34,2,0,0,9,20,8,0,14,22,6,7,22,Bengal Warriors beat Telugu Titans (40 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
23,8,6,Telugu Titans,8/8/2014,20:00,34,4,39,2,0,0,4,22,6,0,11,21,8,5,20,Bengal Warriors beat Telugu Titans (40 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
24,5,6,U Mumba,8/8/2014,21:00,37,6,37,2,0,0,5,16,14,0,11,17,9,13,17,Match Drawn (37 - 37),"Pro Kabaddi League Season 1, 2014",NA,0
24,6,6,Patna Pirates,8/8/2014,21:00,37,5,37,2,0,0,5,17,13,0,8,17,13,9,16,Match Drawn (37 - 37),"Pro Kabaddi League Season 1, 2014",NA,1
25,3,6,Jaipur Pink Panthers,8/9/2014,20:00,48,8,29,4,0,3,5,25,11,0,14,20,5,11,15,Jaipur Pink Panthers beat Telugu Titans (49 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
25,8,6,Telugu Titans,8/9/2014,20:00,29,3,48,2,0,1,5,15,6,0,13,16,12,5,25,Jaipur Pink Panthers beat Telugu Titans (49 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
26,2,6,Dabang Delhi K.C.,8/9/2014,21:00,28,6,30,2,0,0,4,19,3,0,12,20,7,3,16,Match Drawn (30 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
26,6,6,Patna Pirates,8/9/2014,21:00,30,2,28,2,0,0,5,16,7,0,17,19,5,7,19,Match Drawn (30 - 30),"Pro Kabaddi League Season 1, 2014",NA,1
27,3,6,Jaipur Pink Panthers,8/10/2014,20:00,36,4,23,4,0,0,2,17,13,0,13,17,6,11,12,Jaipur Pink Panthers beat Bengal Warriors (39 - 23),"Pro Kabaddi League Season 1, 2014",NA,0
27,4,6,Bengal Warriors,8/10/2014,20:00,23,3,36,0,0,1,3,12,7,0,15,8,13,6,17,Jaipur Pink Panthers beat Bengal Warriors (39 - 23),"Pro Kabaddi League Season 1, 2014",NA,0
28,1,6,Bengaluru Bulls,8/10/2014,21:00,33,6,33,4,0,0,1,21,7,0,14,19,6,7,16,Bengaluru Bulls beat Patna Pirates (37 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
28,6,6,Patna Pirates,8/10/2014,21:00,33,1,33,2,0,0,9,16,6,0,11,21,9,5,21,Bengaluru Bulls beat Patna Pirates (37 - 35),"Pro Kabaddi League Season 1, 2014",NA,1
29,7,7,Puneri Paltan,8/12/2014,20:00,34,8,41,2,0,0,4,21,7,0,15,18,8,6,23,Telugu Titans beat Puneri Paltan (42 - 36),"Pro Kabaddi League Season 1, 2014",NA,1
29,8,7,Telugu Titans,8/12/2014,20:00,41,7,34,4,0,0,6,23,8,0,15,23,6,7,21,Telugu Titans beat Puneri Paltan (42 - 36),"Pro Kabaddi League Season 1, 2014",NA,0
30,1,7,Bengaluru Bulls,8/13/2014,20:00,32,5,27,2,0,2,1,19,8,0,13,17,11,8,13,Bengaluru Bulls beat U Mumba (33 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
30,5,7,U Mumba,8/13/2014,20:00,27,1,32,0,0,0,5,13,9,0,16,15,9,9,19,Bengaluru Bulls beat U Mumba (33 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
31,4,7,Bengal Warriors,8/13/2014,21:00,29,7,38,2,0,1,5,14,7,0,10,17,12,7,18,Puneri Paltan beat Bengal Warriors (40 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
31,7,7,Puneri Paltan,8/13/2014,21:00,38,4,29,4,0,1,1,18,14,0,14,15,8,10,14,Puneri Paltan beat Bengal Warriors (40 - 30),"Pro Kabaddi League Season 1, 2014",NA,1
32,1,7,Bengaluru Bulls,8/14/2014,20:00,26,2,25,2,0,0,3,12,9,0,16,11,13,8,11,Dabang Delhi beat Bengaluru Bulls (29 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
32,2,7,Dabang Delhi K.C.,8/14/2014,20:00,25,1,26,2,0,0,1,11,11,0,18,11,9,10,12,Dabang Delhi beat Bengaluru Bulls (29 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
33,3,7,Jaipur Pink Panthers,8/14/2014,21:00,48,7,22,6,0,0,2,24,16,0,10,23,6,14,12,Jaipur Pink Panthers beat Puneri Paltan (50 - 23),"Pro Kabaddi League Season 1, 2014",NA,0
33,7,7,Puneri Paltan,8/14/2014,21:00,22,3,48,0,0,0,4,12,6,0,13,13,15,6,24,Jaipur Pink Panthers beat Puneri Paltan (50 - 23),"Pro Kabaddi League Season 1, 2014",NA,1
34,2,7,Dabang Delhi K.C.,8/15/2014,20:00,34,5,22,4,0,0,1,18,11,0,15,15,7,10,13,Dabang Delhi beat U Mumba (36 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
34,5,7,U Mumba,8/15/2014,20:00,22,2,34,0,0,0,5,13,4,0,12,15,10,4,18,Dabang Delhi beat U Mumba (36 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
35,6,7,Patna Pirates,8/15/2014,21:00,34,7,29,4,0,0,5,18,7,0,15,19,7,7,13,Patna Pirates beat Puneri Paltan (37 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
35,7,7,Puneri Paltan,8/15/2014,21:00,29,6,34,2,0,1,7,13,6,0,17,16,8,5,18,Patna Pirates beat Puneri Paltan (37 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
36,1,8,Bengaluru Bulls,8/16/2014,20:00,28,8,28,0,0,0,5,14,9,0,18,18,7,7,15,Match Drawn (28 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
36,8,8,Telugu Titans,8/16/2014,20:00,28,1,28,2,0,0,3,15,8,0,17,17,7,7,14,Match Drawn (28 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
37,3,8,Jaipur Pink Panthers,8/16/2014,21:00,41,4,31,2,0,2,7,18,12,0,12,20,10,10,18,Jaipur Pink Panthers beat Bengal Warriors (41 - 33),"Pro Kabaddi League Season 1, 2014",NA,0
37,4,8,Bengal Warriors,8/16/2014,21:00,31,3,41,2,0,1,2,18,8,0,10,16,10,8,18,Jaipur Pink Panthers beat Bengal Warriors (41 - 33),"Pro Kabaddi League Season 1, 2014",NA,0
38,3,8,Jaipur Pink Panthers,8/17/2014,20:00,28,6,51,0,0,0,8,14,6,0,3,16,16,5,24,Patna Pirates beat Jaipur Pink Panthers (52 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
38,6,8,Patna Pirates,8/17/2014,20:00,51,3,28,8,0,1,1,24,17,0,15,15,7,15,14,Patna Pirates beat Jaipur Pink Panthers (52 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
39,5,8,U Mumba,8/17/2014,21:00,42,8,42,2,0,1,13,20,6,0,11,28,5,4,29,Telugu Titans beat U Mumba (44 - 43),"Pro Kabaddi League Season 1, 2014",NA,0
39,8,8,Telugu Titans,8/17/2014,21:00,42,5,42,6,0,0,4,29,3,0,11,25,5,3,20,Telugu Titans beat U Mumba (44 - 43),"Pro Kabaddi League Season 1, 2014",NA,0
40,4,8,Bengal Warriors,8/18/2014,20:00,29,6,27,2,0,0,2,16,9,0,16,15,8,9,15,Bengal Warriors beat Patna Pirates (30 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
40,6,8,Patna Pirates,8/18/2014,20:00,27,4,29,0,0,0,4,15,8,0,15,16,10,7,16,Bengal Warriors beat Patna Pirates (30 - 28),"Pro Kabaddi League Season 1, 2014",NA,0
41,7,8,Puneri Paltan,8/18/2014,21:00,23,8,58,0,0,0,6,16,1,0,10,16,14,1,31,Telugu Titans beat Puneri Paltan (60 - 24),"Pro Kabaddi League Season 1, 2014",NA,0
41,8,8,Telugu Titans,8/18/2014,21:00,58,7,23,8,0,1,4,31,14,0,10,27,1,12,16,Telugu Titans beat Puneri Paltan (60 - 24),"Pro Kabaddi League Season 1, 2014",NA,0
42,2,8,Dabang Delhi K.C.,8/19/2014,20:00,26,8,42,0,0,0,7,13,6,0,8,19,13,6,24,Telugu Titans beat Dabang Delhi (45 - 26),"Pro Kabaddi League Season 1, 2014",NA,0
42,8,8,Telugu Titans,8/19/2014,20:00,42,2,26,6,0,0,2,24,10,0,10,23,6,10,13,Telugu Titans beat Dabang Delhi (45 - 26),"Pro Kabaddi League Season 1, 2014",NA,0
43,1,3,Bengaluru Bulls,8/20/2014,20:00,29,3,35,2,0,0,2,13,12,0,17,11,10,10,18,Jaipur Pink Panthers beat Bengaluru Bulls (36 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
43,3,3,Jaipur Pink Panthers,8/20/2014,20:00,35,1,29,4,0,0,3,18,10,0,12,17,10,9,13,Jaipur Pink Panthers beat Bengaluru Bulls (36 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
44,4,3,Bengal Warriors,8/21/2014,20:00,28,6,36,0,0,0,8,12,8,0,12,18,10,6,20,Patna Pirates beat Bengal Warriors (36 - 32),"Pro Kabaddi League Season 1, 2014",NA,0
44,6,3,Patna Pirates,8/21/2014,20:00,36,4,28,4,0,1,0,20,11,0,14,17,8,10,12,Patna Pirates beat Bengal Warriors (36 - 32),"Pro Kabaddi League Season 1, 2014",NA,0
45,3,3,Jaipur Pink Panthers,8/21/2014,21:00,30,5,31,2,0,0,1,17,10,0,16,17,7,10,17,Match Drawn (31 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
45,5,3,U Mumba,8/21/2014,21:00,31,3,30,2,0,0,3,17,9,0,10,20,11,7,17,Match Drawn (31 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
46,4,3,Bengal Warriors,8/22/2014,20:00,34,8,33,4,0,0,2,14,14,0,21,13,8,12,19,Match Drawn (34 - 34),"Pro Kabaddi League Season 1, 2014",NA,0
46,8,3,Telugu Titans,8/22/2014,20:00,33,4,34,4,0,1,1,19,8,0,12,19,12,8,14,Match Drawn (34 - 34),"Pro Kabaddi League Season 1, 2014",NA,0
47,2,3,Dabang Delhi K.C.,8/22/2014,21:00,30,3,39,2,0,0,4,15,9,0,12,14,12,9,20,Jaipur Pink Panthers beat Dabang Delhi (41 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
47,3,3,Jaipur Pink Panthers,8/22/2014,21:00,39,2,30,6,0,1,2,20,10,0,12,17,10,10,15,Jaipur Pink Panthers beat Dabang Delhi (41 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
48,6,3,Patna Pirates,8/23/2014,20:00,26,8,28,2,0,0,5,11,8,0,19,13,8,7,19,Telugu Titans beat Patna Pirates (32 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
48,8,3,Telugu Titans,8/23/2014,20:00,28,6,26,4,0,0,0,19,5,0,15,18,8,5,11,Telugu Titans beat Patna Pirates (32 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
49,3,3,Jaipur Pink Panthers,8/23/2014,21:00,30,7,21,4,0,0,1,14,11,0,13,14,11,11,7,Jaipur Pink Panthers beat Puneri Paltan (33 - 27),"Pro Kabaddi League Season 1, 2014",NA,1
49,7,3,Puneri Paltan,8/23/2014,21:00,21,3,30,2,0,0,1,7,11,0,17,8,13,10,14,Jaipur Pink Panthers beat Puneri Paltan (33 - 27),"Pro Kabaddi League Season 1, 2014",NA,0
50,1,1,Bengaluru Bulls,8/24/2014,20:00,33,4,23,4,0,1,0,14,14,0,18,10,9,14,8,Bengaluru Bulls beat Bengal Warriors (37 - 24),"Pro Kabaddi League Season 1, 2014",NA,1
50,4,1,Bengal Warriors,8/24/2014,20:00,23,1,33,0,0,0,3,8,12,0,13,8,16,8,14,Bengaluru Bulls beat Bengal Warriors (37 - 24),"Pro Kabaddi League Season 1, 2014",NA,0
51,2,1,Dabang Delhi K.C.,8/24/2014,21:00,29,5,37,4,0,0,1,13,11,0,17,11,12,11,14,U Mumba beat Dabang Delhi (37 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
51,5,1,U Mumba,8/24/2014,21:00,37,2,29,4,0,0,5,14,14,0,12,15,12,12,13,U Mumba beat Dabang Delhi (37 - 30),"Pro Kabaddi League Season 1, 2014",NA,0
52,2,1,Dabang Delhi K.C.,8/25/2014,20:00,44,7,22,6,0,1,4,20,13,0,15,21,3,13,14,Dabang Delhi beat Puneri Paltan (45 - 22),"Pro Kabaddi League Season 1, 2014",NA,0
52,7,1,Puneri Paltan,8/25/2014,20:00,22,2,44,0,0,1,4,14,3,0,12,16,13,3,20,Dabang Delhi beat Puneri Paltan (45 - 22),"Pro Kabaddi League Season 1, 2014",NA,0
53,1,1,Bengaluru Bulls,8/25/2014,21:00,28,6,33,2,0,0,3,17,6,0,18,17,9,6,14,Patna Pirates beat Bengaluru Bulls (33 - 31),"Pro Kabaddi League Season 1, 2014",NA,1
53,6,1,Patna Pirates,8/25/2014,21:00,33,1,28,2,0,1,4,14,12,0,22,13,9,9,17,Patna Pirates beat Bengaluru Bulls (33 - 31),"Pro Kabaddi League Season 1, 2014",NA,0
54,1,1,Bengaluru Bulls,8/26/2014,20:00,26,8,25,2,0,0,3,9,12,0,22,8,11,12,12,Bengaluru Bulls beat Telugu Titans (27 - 26),"Pro Kabaddi League Season 1, 2014",NA,1
54,8,1,Telugu Titans,8/26/2014,20:00,25,1,26,2,0,0,1,12,10,0,19,10,12,10,9,Bengaluru Bulls beat Telugu Titans (27 - 26),"Pro Kabaddi League Season 1, 2014",NA,0
55,5,1,U Mumba,8/27/2014,20:00,36,7,35,2,0,0,5,16,13,0,14,14,12,13,12,U Mumba beat Puneri Paltan (36 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
55,7,1,Puneri Paltan,8/27/2014,20:00,35,5,36,2,0,1,7,12,13,0,15,14,13,12,16,U Mumba beat Puneri Paltan (36 - 35),"Pro Kabaddi League Season 1, 2014",NA,0
56,1,1,Bengaluru Bulls,8/27/2014,21:00,30,3,29,2,0,0,4,18,6,0,14,18,9,6,15,Bengaluru Bulls beat Jaipur Pink Panthers (30 - 29),"Pro Kabaddi League Season 1, 2014",NA,1
56,3,1,Jaipur Pink Panthers,8/27/2014,21:00,29,1,30,2,0,0,2,15,10,0,23,15,6,9,18,Bengaluru Bulls beat Jaipur Pink Panthers (30 - 29),"Pro Kabaddi League Season 1, 2014",NA,0
57,3,5,Jaipur Pink Panthers,8/29/2014,20:00,36,6,17,6,0,0,1,15,14,0,20,13,6,13,9,Jaipur Pink Panthers beat Patna Pirates (38 - 18),"Pro Kabaddi League Season 1, 2014",NA,0
57,6,5,Patna Pirates,8/29/2014,20:00,17,3,36,0,0,0,1,9,7,0,18,7,15,5,15,Jaipur Pink Panthers beat Patna Pirates (38 - 18),"Pro Kabaddi League Season 1, 2014",NA,0
58,1,5,Bengaluru Bulls,8/29/2014,21:00,22,5,26,2,0,0,2,9,9,0,19,7,13,9,6,U Mumba beat Bengaluru Bulls (27 - 23),"Pro Kabaddi League Season 1, 2014",NA,0
58,5,5,U Mumba,8/29/2014,21:00,26,1,22,2,0,0,3,6,15,0,22,8,9,12,9,U Mumba beat Bengaluru Bulls (27 - 23),"Pro Kabaddi League Season 1, 2014",NA,1
59,1,5,Bengaluru Bulls,8/31/2014,20:00,22,6,29,0,0,0,2,8,12,0,17,9,18,10,8,Patna Pirates beat Bengaluru Bulls (29 - 22),"Pro Kabaddi League Season 1, 2014",NA,0
59,6,5,Patna Pirates,8/31/2014,20:00,29,1,22,2,0,1,0,8,18,0,27,7,10,18,8,Patna Pirates beat Bengaluru Bulls (29 - 22),"Pro Kabaddi League Season 1, 2014",NA,0
60,3,5,Jaipur Pink Panthers,8/31/2014,21:00,34,5,22,4,0,0,0,17,13,0,20,13,6,11,15,Jaipur Pink Panthers beat U Mumba (35 - 24),"Pro Kabaddi League Season 1, 2014",NA,0
60,5,5,U Mumba,8/31/2014,21:00,22,3,34,0,0,1,2,15,4,0,15,13,12,4,17,Jaipur Pink Panthers beat U Mumba (35 - 24),"Pro Kabaddi League Season 1, 2014",NA,1
62,5,5,U Mumba,7/18/2015,20:00,29,3,28,0,0,3,2,8,11,5,22,7,12,11,7,U Mumba beat Jaipur Pink Panthers (29-28),"Pro Kabaddi League, 2015",NA,1
62,3,5,Jaipur Pink Panthers,7/18/2015,20:00,28,5,29,2,0,4,0,7,11,4,20,7,13,11,8,U Mumba beat Jaipur Pink Panthers (29-28),"Pro Kabaddi League, 2015",NA,0
63,1,5,Bengaluru Bulls,7/18/2015,21:00,33,4,25,4,0,3,1,15,10,0,21,11,10,10,7,Bengaluru Bulls beat Bengal Warriors (33-25),"Pro Kabaddi League, 2015",NA,0
63,4,5,Bengal Warriors,7/18/2015,21:00,25,1,33,2,0,3,2,7,8,3,24,8,12,8,15,Bengaluru Bulls beat Bengal Warriors (33-25),"Pro Kabaddi League, 2015",NA,0
64,8,5,Telugu Titans,7/19/2015,20:00,36,2,27,4,0,1,1,20,10,0,13,19,7,10,11,Telugu Titans beat Dabang Delhi (36-27),"Pro Kabaddi League, 2015",NA,0
64,2,5,Dabang Delhi,7/19/2015,20:00,27,8,36,0,0,2,5,11,6,3,16,13,10,6,20,Telugu Titans beat Dabang Delhi (36-27),"Pro Kabaddi League, 2015",NA,0
65,5,5,U Mumba,7/19/2015,21:00,36,1,23,4,0,0,3,18,10,1,21,14,7,10,13,U Mumba beat Bengaluru Bulls (36-23),"Pro Kabaddi League, 2015",NA,1
65,1,5,Bengaluru Bulls,7/19/2015,21:00,23,5,36,2,0,0,1,13,7,0,21,11,10,7,18,U Mumba beat Bengaluru Bulls (36-23),"Pro Kabaddi League, 2015",NA,0
66,7,5,Puneri Paltan,7/20/2015,20:00,24,8,45,0,0,3,2,12,7,0,19,12,12,7,22,Telugu Titans beat Puneri Paltan (45-24),"Pro Kabaddi League, 2015",NA,0
66,8,5,Telugu Titans,7/20/2015,20:00,45,7,24,6,0,1,2,22,11,3,16,18,7,11,12,Telugu Titans beat Puneri Paltan (45-24),"Pro Kabaddi League, 2015",NA,0
67,5,5,U Mumba,7/20/2015,21:00,25,6,20,2,0,0,0,16,7,0,22,11,6,7,13,U Mumba beat Patna Pirates (25-20),"Pro Kabaddi League, 2015",NA,1
