match_id,team_id,venue_id,team_name,date,start_time,team_score,opponent_id,opponent_score,all_out,declare,extras,raid_bonus_points,raid_touch_points,tackle_capture_points,tackle_capture_bonus_points,empty_raids_count,successful_raids_count,unsuccessful_raids_count,successful_tackles_count,unsuccessful_tackles_count,result,series_name,stage,is_home
377,4,2,Bengal Warriors,9/24/2017,20:00,32,29,33,2,0,2,6,15,6,1,18,15,13,6,13,Tamil Thalaivas beat Bengal Warriors (33-32),"Pro Kabaddi League Season 5, 2017",Group,0
377,29,2,Tamil Thalaivas,9/24/2017,20:00,33,4,32,2,0,2,1,13,12,3,26,13,7,12,15,Tamil Thalaivas beat Bengal Warriors (33-32),"Pro Kabaddi League Season 5, 2017",Group,0
378,2,2,Dabang Delhi K.C.,9/24/2017,21:00,24,28,42,0,0,2,7,6,7,2,15,10,19,7,15,Haryana Steelers beat Dabang Delhi K.C. (42-24),"Pro Kabaddi League Season 5, 2017",Group,1
378,28,2,Haryana Steelers,9/24/2017,21:00,42,2,24,6,0,3,0,15,17,1,22,14,8,17,6,Haryana Steelers beat Dabang Delhi K.C. (42-24),"Pro Kabaddi League Season 5, 2017",Group,0
379,31,2,Gujarat Fortunegiants,9/26/2017,20:00,34,29,35,4,0,1,3,17,9,0,19,18,8,9,20,Tamil Thalaivas beat Gujarat Fortunegiants (35-34),"Pro Kabaddi League Season 5, 2017",Group,0
379,29,2,Tamil Thalaivas,9/26/2017,20:00,35,31,34,2,0,0,5,20,8,0,16,20,9,8,17,Tamil Thalaivas beat Gujarat Fortunegiants (35-34),"Pro Kabaddi League Season 5, 2017",Group,0
380,2,2,Dabang Delhi K.C.,9/26/2017,21:00,34,6,36,4,0,3,1,14,9,3,21,14,10,9,13,Patna Pirates beat Dabang Delhi K.C. (36-34),"Pro Kabaddi League Season 5, 2017",Group,1
380,6,2,Patna Pirates,9/26/2017,21:00,36,2,34,4,0,2,6,13,10,1,21,14,10,10,14,Patna Pirates beat Dabang Delhi K.C. (36-34),"Pro Kabaddi League Season 5, 2017",Group,0
381,8,2,Telugu Titans,9/27/2017,20:00,41,3,34,2,0,1,7,20,11,0,16,25,4,11,23,Telugu Titans beat Jaipur Pink Panthers (41-34),"Pro Kabaddi League Season 5, 2017",Group,0
381,3,2,Jaipur Pink Panthers,9/27/2017,20:00,34,8,41,2,0,4,2,23,3,0,15,19,11,3,20,Telugu Titans beat Jaipur Pink Panthers (41-34),"Pro Kabaddi League Season 5, 2017",Group,0
382,2,2,Dabang Delhi K.C.,9/27/2017,21:00,16,30,45,0,0,0,2,9,5,0,19,9,14,5,20,U.P. Yoddha beat Dabang Delhi K.C. (45-16),"Pro Kabaddi League Season 5, 2017",Group,1
382,30,2,U.P. Yoddha,9/27/2017,21:00,45,2,16,6,0,1,5,20,13,0,20,18,5,13,9,U.P. Yoddha beat Dabang Delhi K.C. (45-16),"Pro Kabaddi League Season 5, 2017",Group,0
383,1,2,Bengaluru Bulls,9/28/2017,20:00,30,5,42,0,0,4,8,12,6,0,13,17,13,6,18,U Mumba beat Bengaluru Bulls (42-30),"Pro Kabaddi League Season 5, 2017",Group,0
383,5,2,U Mumba,9/28/2017,20:00,42,1,30,4,0,2,5,18,12,1,18,17,7,12,12,U Mumba beat Bengaluru Bulls (42-30),"Pro Kabaddi League Season 5, 2017",Group,0
384,2,2,Dabang Delhi K.C.,9/28/2017,21:00,22,8,44,0,0,0,7,6,9,0,25,9,12,9,21,Telugu Titans beat Dabang Delhi K.C. (44-22),"Pro Kabaddi League Season 5, 2017",Group,1
384,8,2,Telugu Titans,9/28/2017,21:00,44,2,22,6,0,0,5,21,12,0,18,20,9,12,6,Telugu Titans beat Dabang Delhi K.C. (44-22),"Pro Kabaddi League Season 5, 2017",Group,0
385,29,16,Tamil Thalaivas,9/29/2017,20:00,20,7,33,0,0,1,2,8,7,2,22,8,13,7,12,Puneri Paltan beat Tamil Thalaivas (33-20),"Pro Kabaddi League Season 5, 2017",Group,1
385,7,16,Puneri Paltan,9/29/2017,20:00,33,29,20,4,0,4,0,12,11,2,26,11,7,11,8,Puneri Paltan beat Tamil Thalaivas (33-20),"Pro Kabaddi League Season 5, 2017",Group,0
386,31,16,Gujarat Fortunegiants,9/29/2017,21:00,30,6,29,2,0,1,2,11,13,1,25,10,12,13,9,Gujarat Fortunegiants beat Patna Pirates (30-29),"Pro Kabaddi League Season 5, 2017",Group,0
386,6,16,Patna Pirates,9/29/2017,21:00,29,31,30,0,0,3,4,9,9,4,24,10,13,9,11,Gujarat Fortunegiants beat Patna Pirates (30-29),"Pro Kabaddi League Season 5, 2017",Group,0
387,7,16,Puneri Paltan,9/30/2017,20:00,34,30,33,4,0,0,2,19,9,0,20,11,9,9,15,Puneri Paltan beat U.P. Yoddha (34-33),"Pro Kabaddi League Season 5, 2017",Group,0
387,30,16,U.P. Yoddha,9/30/2017,20:00,33,7,34,2,0,1,5,15,9,1,15,16,9,9,19,Puneri Paltan beat U.P. Yoddha (34-33),"Pro Kabaddi League Season 5, 2017",Group,0
388,29,16,Tamil Thalaivas,9/30/2017,21:00,26,3,27,0,0,3,6,9,6,2,24,13,9,6,14,Jaipur Pink Panthers beat Tamil Thalaivas (27-26),"Pro Kabaddi League Season 5, 2017",Group,1
388,3,16,Jaipur Pink Panthers,9/30/2017,21:00,27,29,26,2,0,2,1,14,8,0,24,14,8,8,9,Jaipur Pink Panthers beat Tamil Thalaivas (27-26),"Pro Kabaddi League Season 5, 2017",Group,0
389,3,16,Jaipur Pink Panthers,10/01/2017,20:00,31,4,32,2,0,0,7,15,7,0,24,16,7,7,16,Bengal Warriors beat Jaipur Pink Panthers (32-31),"Pro Kabaddi League Season 5, 2017",Group,0
389,4,16,Bengal Warriors,10/01/2017,20:00,32,3,31,2,0,1,6,16,7,0,22,18,7,7,15,Bengal Warriors beat Jaipur Pink Panthers (32-31),"Pro Kabaddi League Season 5, 2017",Group,0
390,29,16,Tamil Thalaivas,10/01/2017,21:00,30,5,33,2,0,2,2,17,7,0,24,15,7,7,15,U Mumba beat Tamil Thalaivas (33-30),"Pro Kabaddi League Season 5, 2017",Group,1
390,5,16,U Mumba,10/01/2017,21:00,33,29,30,2,0,2,5,15,7,2,23,16,7,7,17,U Mumba beat Tamil Thalaivas (33-30),"Pro Kabaddi League Season 5, 2017",Group,0
391,2,16,Dabang Delhi K.C.,10/03/2017,20:00,22,31,42,0,0,2,6,10,4,0,21,11,11,4,23,Gujarat Fortunegiants beat Dabang Delhi K.C. (42-22),"Pro Kabaddi League Season 5, 2017",Group,0
391,31,16,Gujarat Fortunegiants,10/03/2017,20:00,42,2,22,6,0,3,2,23,8,0,15,23,4,8,10,Gujarat Fortunegiants beat Dabang Delhi K.C. (42-22),"Pro Kabaddi League Season 5, 2017",Group,0
392,29,16,Tamil Thalaivas,10/03/2017,21:00,37,8,58,2,0,4,10,18,3,0,13,23,12,3,28,Telugu Titans beat Tamil Thalaivas (58-37),"Pro Kabaddi League Season 5, 2017",Group,1
392,8,16,Telugu Titans,10/03/2017,21:00,58,29,37,8,0,3,8,28,10,1,18,27,4,10,18,Telugu Titans beat Tamil Thalaivas (58-37),"Pro Kabaddi League Season 5, 2017",Group,0
393,5,16,U Mumba,10/04/2017,20:00,30,28,41,0,0,4,8,15,3,0,16,16,13,3,21,Haryana Steelers beat U Mumba (41-30),"Pro Kabaddi League Season 5, 2017",Group,0
393,28,16,Haryana Steelers,10/04/2017,20:00,41,5,30,4,0,2,3,21,11,0,21,20,4,11,15,Haryana Steelers beat U Mumba (41-30),"Pro Kabaddi League Season 5, 2017",Group,0
394,29,16,Tamil Thalaivas,10/04/2017,21:00,33,30,37,0,0,1,6,19,7,0,18,22,7,7,19,U.P. Yoddha beat Tamil Thalaivas (37-33),"Pro Kabaddi League Season 5, 2017",Group,1
394,30,16,U.P. Yoddha,10/04/2017,21:00,37,29,33,2,0,4,6,19,5,1,20,19,8,5,19,U.P. Yoddha beat Tamil Thalaivas (37-33),"Pro Kabaddi League Season 5, 2017",Group,0
395,29,16,Tamil Thalaivas,10/05/2017,20:00,35,1,45,2,0,2,6,18,6,1,12,21,13,6,20,Bengaluru Bulls beat Tamil Thalaivas (45-35),"Pro Kabaddi League Season 5, 2017",Group,1
395,1,16,Bengaluru Bulls,10/05/2017,20:00,45,29,35,6,0,3,4,20,11,1,19,21,7,11,18,Bengaluru Bulls beat Tamil Thalaivas (45-35),"Pro Kabaddi League Season 5, 2017",Group,0
396,3,3,Jaipur Pink Panthers,10/06/2017,20:00,23,31,29,0,0,4,1,10,6,2,23,10,12,6,13,Gujarat Fortunegiants beat Jaipur Pink Panthers (29-23),"Pro Kabaddi League Season 5, 2017",Group,1
396,31,3,Gujarat Fortunegiants,10/06/2017,20:00,29,3,23,2,0,1,2,13,11,0,24,14,8,11,10,Gujarat Fortunegiants beat Jaipur Pink Panthers (29-23),"Pro Kabaddi League Season 5, 2017",Group,0
397,7,3,Puneri Paltan,10/06/2017,21:00,19,4,25,0,0,1,2,6,10,0,23,8,13,10,8,Bengal Warriors beat Puneri Paltan (25-19),"Pro Kabaddi League Season 5, 2017",Group,0
397,4,3,Bengal Warriors,10/06/2017,21:00,25,7,19,2,0,1,1,8,12,1,26,7,11,12,6,Bengal Warriors beat Puneri Paltan (25-19),"Pro Kabaddi League Season 5, 2017",Group,0
398,28,3,Haryana Steelers,10/07/2017,20:00,32,8,30,2,0,4,5,20,1,0,19,22,5,1,18,Haryana Steelers beat Telugu Titans (32-30),"Pro Kabaddi League Season 5, 2017",Group,0
398,8,3,Telugu Titans,10/07/2017,20:00,30,28,32,2,0,1,4,18,5,0,21,21,4,5,20,Haryana Steelers beat Telugu Titans (32-30),"Pro Kabaddi League Season 5, 2017",Group,0
399,3,3,Jaipur Pink Panthers,10/07/2017,21:00,36,5,32,4,0,2,2,16,12,0,14,15,14,12,10,Jaipur Pink Panthers beat U Mumba (36-32),"Pro Kabaddi League Season 5, 2017",Group,1
399,5,3,U Mumba,10/07/2017,21:00,32,3,36,2,0,5,4,10,11,0,18,14,12,11,16,Jaipur Pink Panthers beat U Mumba (36-32),"Pro Kabaddi League Season 5, 2017",Group,0
400,31,3,Gujarat Fortunegiants,10/08/2017,20:00,33,6,29,2,0,3,4,9,14,1,23,10,10,14,10,Gujarat Fortunegiants beat Patna Pirates (33-29),"Pro Kabaddi League Season 5, 2017",Group,0
400,6,3,Patna Pirates,10/08/2017,20:00,29,31,33,2,0,1,6,10,9,1,18,11,14,9,9,Gujarat Fortunegiants beat Patna Pirates (33-29),"Pro Kabaddi League Season 5, 2017",Group,0
401,3,3,Jaipur Pink Panthers,10/08/2017,21:00,30,7,38,2,0,4,4,13,5,2,11,16,16,5,12,Puneri Paltan beat Jaipur Pink Panthers (38-30),"Pro Kabaddi League Season 5, 2017",Group,1
401,7,3,Puneri Paltan,10/08/2017,21:00,38,3,30,4,0,2,2,12,16,2,22,15,7,16,13,Puneri Paltan beat Jaipur Pink Panthers (38-30),"Pro Kabaddi League Season 5, 2017",Group,0
402,5,3,U Mumba,10/10/2017,20:00,35,29,38,2,0,2,8,12,9,2,18,16,12,9,16,Tamil Thalaivas beat U Mumba (38-35),"Pro Kabaddi League Season 5, 2017",Group,0
402,29,3,Tamil Thalaivas,10/10/2017,20:00,38,5,35,2,0,3,5,16,12,0,18,19,10,12,12,Tamil Thalaivas beat U Mumba (38-35),"Pro Kabaddi League Season 5, 2017",Group,0
403,3,3,Jaipur Pink Panthers,10/10/2017,21:00,34,2,35,2,0,4,2,17,7,2,23,12,11,7,15,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-34),"Pro Kabaddi League Season 5, 2017",Group,1
403,2,3,Dabang Delhi K.C.,10/10/2017,21:00,35,3,34,2,0,5,2,15,7,4,25,13,8,7,17,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-34),"Pro Kabaddi League Season 5, 2017",Group,0
404,2,3,Dabang Delhi K.C.,10/11/2017,20:00,32,1,35,2,0,6,4,14,6,0,20,15,8,6,18,Bengaluru Bulls beat Dabang Delhi K.C. (35-32),"Pro Kabaddi League Season 5, 2017",Group,0
404,1,3,Bengaluru Bulls,10/11/2017,20:00,35,2,32,2,0,3,5,18,6,1,18,20,6,6,14,Bengaluru Bulls beat Dabang Delhi K.C. (35-32),"Pro Kabaddi League Season 5, 2017",Group,0
405,3,3,Jaipur Pink Panthers,10/11/2017,21:00,27,28,37,0,0,5,6,9,7,0,20,14,12,7,19,Haryana Steelers beat Jaipur Pink Panthers (37-27),"Pro Kabaddi League Season 5, 2017",Group,1
405,28,3,Haryana Steelers,10/11/2017,21:00,37,3,27,4,0,1,0,19,12,1,21,16,9,12,9,Haryana Steelers beat Jaipur Pink Panthers (37-27),"Pro Kabaddi League Season 5, 2017",Group,0
406,3,3,Jaipur Pink Panthers,10/12/2017,20:00,32,30,53,0,0,2,4,21,5,0,13,20,11,5,26,U.P. Yoddha beat Jaipur Pink Panthers (53-32),"Pro Kabaddi League Season 5, 2017",Group,1
406,30,3,U.P. Yoddha,10/12/2017,20:00,53,3,32,6,0,6,6,26,9,0,13,23,7,9,21,U.P. Yoddha beat Jaipur Pink Panthers (53-32),"Pro Kabaddi League Season 5, 2017",Group,0
407,7,7,Puneri Paltan,10/13/2017,20:00,20,31,44,0,0,4,2,9,3,2,18,9,15,3,20,Gujarat Fortunegiants beat Puneri Paltan (44-20),"Pro Kabaddi League Season 5, 2017",Group,1
407,31,7,Gujarat Fortunegiants,10/13/2017,20:00,44,7,20,6,0,1,2,20,15,0,22,16,5,15,9,Gujarat Fortunegiants beat Puneri Paltan (44-20),"Pro Kabaddi League Season 5, 2017",Group,0
408,4,7,Bengal Warriors,10/13/2017,21:00,34,29,30,4,0,0,3,17,10,0,25,16,5,10,16,Bengal Warriors beat Tamil Thalaivas (34-30),"Pro Kabaddi League Season 5, 2017",Group,0
408,29,7,Tamil Thalaivas,10/13/2017,21:00,30,4,34,0,0,0,9,16,5,0,19,18,10,5,17,Bengal Warriors beat Tamil Thalaivas (34-30),"Pro Kabaddi League Season 5, 2017",Group,0
409,29,7,Tamil Thalaivas,10/14/2017,20:00,40,6,37,4,0,0,4,21,11,0,22,19,5,11,17,Tamil Thalaivas beat Patna Pirates (40-37),"Pro Kabaddi League Season 5, 2017",Group,0
409,6,7,Patna Pirates,10/14/2017,20:00,37,29,40,2,0,0,12,17,5,1,15,20,11,5,21,Tamil Thalaivas beat Patna Pirates (40-37),"Pro Kabaddi League Season 5, 2017",Group,0
410,7,7,Puneri Paltan,10/14/2017,21:00,43,5,24,6,0,1,2,21,12,1,16,18,7,12,13,Puneri Paltan beat U Mumba (43-24),"Pro Kabaddi League Season 5, 2017",Group,1
410,5,7,U Mumba,10/14/2017,21:00,24,7,43,0,0,1,4,13,6,0,15,14,12,6,21,Puneri Paltan beat U Mumba (43-24),"Pro Kabaddi League Season 5, 2017",Group,0
411,1,7,Bengaluru Bulls,10/15/2017,20:00,38,30,32,4,0,2,6,11,13,2,17,18,9,13,14,Bengaluru Bulls beat U.P. Yoddha (38-32),"Pro Kabaddi League Season 5, 2017",Group,0
411,30,7,U.P. Yoddha,10/15/2017,20:00,32,1,38,2,0,3,5,14,7,1,16,15,13,7,11,Bengaluru Bulls beat U.P. Yoddha (38-32),"Pro Kabaddi League Season 5, 2017",Group,0
412,7,7,Puneri Paltan,10/15/2017,21:00,34,2,31,2,0,3,5,18,5,1,22,13,10,5,15,Puneri Paltan beat Dabang Delhi K.C. (34-31),"Pro Kabaddi League Season 5, 2017",Group,1
412,2,7,Dabang Delhi K.C.,10/15/2017,21:00,31,7,34,2,0,1,4,15,9,0,22,16,7,9,18,Puneri Paltan beat Dabang Delhi K.C. (34-31),"Pro Kabaddi League Season 5, 2017",Group,0
413,7,7,Puneri Paltan,10/17/2017,21:00,27,28,31,0,0,2,4,12,7,2,19,11,13,7,11,Haryana Steelers beat Puneri Paltan (31-27),"Pro Kabaddi League Season 5, 2017",Group,1
413,28,7,Haryana Steelers,10/17/2017,21:00,31,7,27,2,0,4,2,11,12,0,23,12,8,12,12,Haryana Steelers beat Puneri Paltan (31-27),"Pro Kabaddi League Season 5, 2017",Group,0
414,6,7,Patna Pirates,10/18/2017,20:00,29,1,29,0,0,0,3,16,8,2,19,15,9,8,15,Match Tied,"Pro Kabaddi League Season 5, 2017",Group,0
414,1,7,Bengaluru Bulls,10/18/2017,20:00,29,6,29,2,0,0,3,15,9,0,20,14,8,9,16,Match Tied,"Pro Kabaddi League Season 5, 2017",Group,0
415,7,7,Puneri Paltan,10/18/2017,21:00,38,3,15,4,0,1,2,13,18,0,25,13,7,18,7,Puneri Paltan beat Jaipur Pink Panthers (38-15),"Pro Kabaddi League Season 5, 2017",Group,1
415,3,7,Jaipur Pink Panthers,10/18/2017,21:00,15,7,38,0,0,0,1,7,7,0,21,7,18,7,13,Puneri Paltan beat Jaipur Pink Panthers (38-15),"Pro Kabaddi League Season 5, 2017",Group,0
416,8,7,Telugu Titans,10/20/2017,20:00,37,4,37,4,0,1,7,14,10,1,17,19,10,10,15,Match Tied,"Pro Kabaddi League Season 5, 2017",Group,0
416,4,7,Bengal Warriors,10/20/2017,20:00,37,8,37,4,0,5,5,15,8,0,19,17,10,8,14,Match Tied,"Pro Kabaddi League Season 5, 2017",Group,0
417,7,7,Puneri Paltan,10/20/2017,21:00,22,31,23,0,0,3,2,6,11,0,26,8,9,11,12,Gujarat Fortunegiants beat Puneri Paltan (23-22),"Pro Kabaddi League Season 5, 2017",Group,1
417,31,7,Gujarat Fortunegiants,10/20/2017,21:00,23,7,22,0,0,1,1,12,8,1,20,12,11,8,6,Gujarat Fortunegiants beat Puneri Paltan (23-22),"Pro Kabaddi League Season 5, 2017",Group,0
418,7,5,Puneri Paltan,10/23/2017,20:00,40,30,38,4,0,1,4,14,15,2,17,15,10,15,18,Puneri Paltan beat U.P. Yoddha (40-38),"Pro Kabaddi League Season 5, 2017",Playoffs,0
418,30,5,U.P. Yoddha,10/23/2017,20:00,38,7,40,4,0,3,5,18,8,0,11,16,16,8,14,Puneri Paltan beat U.P. Yoddha (40-38),"Pro Kabaddi League Season 5, 2017",Playoffs,0
419,6,5,Patna Pirates,10/23/2017,21:00,69,28,30,10,0,1,5,39,14,0,12,31,3,14,15,Patna Pirates beat Haryana Steelers (69-30),"Pro Kabaddi League Season 5, 2017",Playoffs,0
419,28,5,Haryana Steelers,10/23/2017,21:00,30,6,69,0,0,2,10,15,3,0,13,19,14,3,39,Patna Pirates beat Haryana Steelers (69-30),"Pro Kabaddi League Season 5, 2017",Playoffs,0
420,31,5,Gujarat Fortunegiants,10/24/2017,20:00,42,4,17,6,0,1,3,18,14,0,23,18,6,14,6,Gujarat Fortunegiants beat Bengal Warriors (42-17),"Pro Kabaddi League Season 5, 2017",Playoffs,0
420,4,5,Bengal Warriors,10/24/2017,20:00,17,31,42,0,0,2,2,6,5,2,24,8,15,5,18,Gujarat Fortunegiants beat Bengal Warriors (42-17),"Pro Kabaddi League Season 5, 2017",Playoffs,0
421,7,5,Puneri Paltan,10/24/2017,21:00,32,6,42,2,0,4,4,11,11,0,19,14,9,11,22,Patna Pirates beat Puneri Paltan (42-32),"Pro Kabaddi League Season 5, 2017",Playoffs,0
421,6,5,Patna Pirates,10/24/2017,21:00,42,7,32,6,0,4,1,22,7,2,14,17,11,7,11,Patna Pirates beat Puneri Paltan (42-32),"Pro Kabaddi League Season 5, 2017",Playoffs,0
422,4,16,Bengal Warriors,10/26/2017,20:00,44,6,47,2,0,3,15,18,6,0,12,25,11,6,24,Patna Pirates beat Bengal Warriors (47-44),"Pro Kabaddi League Season 5, 2017",Playoffs,0
422,6,16,Patna Pirates,10/26/2017,20:00,47,4,44,6,0,3,4,24,10,0,19,24,6,10,18,Patna Pirates beat Bengal Warriors (47-44),"Pro Kabaddi League Season 5, 2017",Playoffs,0
423,31,16,Gujarat Fortunegiants,10/28/2017,20:00,38,6,55,2,0,4,9,18,5,0,12,20,13,5,24,Patna Pirates beat Gujarat Fortunegiants (55-38),"Pro Kabaddi League Season 5, 2017",Final,0
423,6,16,Patna Pirates,10/28/2017,20:00,55,31,38,8,0,2,8,24,12,1,16,23,6,12,18,Patna Pirates beat Gujarat Fortunegiants (55-38),"Pro Kabaddi League Season 5, 2017",Final,0
625,29,16,Tamil Thalaivas,10/7/2018,20:00,42,6,26,6,0,1,3,21,10,1,19,19,2,10,19,Tamil Thalaivas beat Patna Pirates (42-26),"Pro Kabaddi League Season 6, 2018",Group,1
625,6,16,Patna Pirates,10/7/2018,20:00,26,29,42,2,0,1,2,19,2,0,12,18,10,2,21,Tamil Thalaivas beat Patna Pirates (42-26),"Pro Kabaddi League Season 6, 2018",Group,0
626,7,16,Puneri Paltan,10/7/2018,21:00,32,5,32,0,0,0,6,15,10,1,18,16,10,10,18,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
626,5,16,U Mumba,10/7/2018,21:00,32,7,32,2,0,1,2,18,9,0,17,16,10,9,15,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
627,7,16,Puneri Paltan,10/8/2018,20:00,34,28,22,4,0,5,3,13,9,0,19,13,10,9,8,Puneri Paltan beat Haryana Steelers (34-22),"Pro Kabaddi League Season 6, 2018",Group,0
627,28,16,Haryana Steelers,10/8/2018,20:00,22,7,34,0,0,2,3,8,9,0,20,11,11,9,13,Puneri Paltan beat Haryana Steelers (34-22),"Pro Kabaddi League Season 6, 2018",Group,0
628,29,16,Tamil Thalaivas,10/8/2018,21:00,32,30,37,4,0,1,8,14,5,0,15,18,11,5,13,U.P. Yoddha beat Tamil Thalaivas (37-32),"Pro Kabaddi League Season 6, 2018",Group,1
628,30,16,U.P. Yoddha,10/8/2018,21:00,37,29,32,4,0,5,5,13,10,0,23,17,5,10,14,U.P. Yoddha beat Tamil Thalaivas (37-32),"Pro Kabaddi League Season 6, 2018",Group,0
629,2,16,Dabang Delhi K.C.,10/9/2018,20:00,32,31,32,2,0,1,5,14,10,0,18,16,11,10,12,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
629,31,16,Gujarat Fortunegiants,10/9/2018,20:00,32,2,32,2,0,2,5,12,9,2,20,14,11,9,14,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
630,29,16,Tamil Thalaivas,10/9/2018,21:00,28,8,33,0,0,1,4,12,10,1,15,15,14,10,14,Telugu Titans beat Tamil Thalaivas (33-28),"Pro Kabaddi League Season 6, 2018",Group,1
630,8,16,Telugu Titans,10/9/2018,21:00,33,29,28,2,0,1,2,14,14,0,17,16,10,14,12,Telugu Titans beat Tamil Thalaivas (33-28),"Pro Kabaddi League Season 6, 2018",Group,0
631,5,16,U Mumba,10/10/2018,20:00,39,3,32,4,0,3,6,16,9,1,16,17,10,9,11,U Mumba beat Jaipur Pink Panthers (39-32),"Pro Kabaddi League Season 6, 2018",Group,0
631,3,16,Jaipur Pink Panthers,10/10/2018,20:00,32,5,39,2,0,6,3,11,9,1,21,11,11,9,16,U Mumba beat Jaipur Pink Panthers (39-32),"Pro Kabaddi League Season 6, 2018",Group,0
632,29,16,Tamil Thalaivas,10/10/2018,21:00,37,1,48,2,0,0,10,20,5,0,7,26,11,5,25,Bengaluru Bulls beat Tamil Thalaivas (48-37),"Pro Kabaddi League Season 6, 2018",Group,1
632,1,16,Bengaluru Bulls,10/10/2018,21:00,48,29,37,4,0,1,6,25,10,2,20,19,5,10,20,Bengaluru Bulls beat Tamil Thalaivas (48-37),"Pro Kabaddi League Season 6, 2018",Group,0
633,3,5,Jaipur Pink Panthers,11/11/2018,20:00,29,2,40,0,0,0,8,14,7,0,15,20,7,7,22,Dabang Delhi K.C. beat Jaipur Pink Panthers (40-29),"Pro Kabaddi League Season 6, 2018",Group,0
633,2,5,Dabang Delhi K.C.,11/11/2018,20:00,40,3,29,4,0,1,5,22,6,2,17,19,7,6,14,Dabang Delhi K.C. beat Jaipur Pink Panthers (40-29),"Pro Kabaddi League Season 6, 2018",Group,0
634,29,16,Tamil Thalaivas,10/11/2018,21:00,27,4,36,0,0,1,6,12,6,2,14,16,11,6,17,Bengal Warriors beat Tamil Thalaivas (36-27),"Pro Kabaddi League Season 6, 2018",Group,1
634,4,16,Bengal Warriors,10/11/2018,21:00,36,29,27,4,0,4,1,17,10,0,20,15,6,10,12,Bengal Warriors beat Tamil Thalaivas (36-27),"Pro Kabaddi League Season 6, 2018",Group,0
635,1,7,Bengaluru Bulls,11/26/2018,21:00,37,30,27,4,0,0,4,16,12,1,13,15,13,12,5,Bengaluru Bulls beat U.P. Yoddha (37-27),"Pro Kabaddi League Season 6, 2018",Group,0
635,30,7,U.P. Yoddha,11/26/2018,21:00,27,1,37,0,0,1,9,5,12,0,17,11,12,12,16,Bengaluru Bulls beat U.P. Yoddha (37-27),"Pro Kabaddi League Season 6, 2018",Group,0
636,28,14,Haryana Steelers,10/12/2018,20:00,32,31,25,2,0,3,1,12,14,0,22,13,9,14,11,Haryana Steelers beat Gujarat Fortunegiants (32-25),"Pro Kabaddi League Season 6, 2018",Group,0
636,31,14,Gujarat Fortunegiants,10/12/2018,20:00,25,28,32,0,0,0,5,11,9,0,14,13,17,9,12,Haryana Steelers beat Gujarat Fortunegiants (32-25),"Pro Kabaddi League Season 6, 2018",Group,0
637,6,14,Patna Pirates,10/14/2018,20:00,43,30,37,4,0,2,7,22,6,2,13,24,6,6,19,Patna Pirates beat U.P. Yoddha (43-37),"Pro Kabaddi League Season 6, 2018",Group,0
637,30,14,U.P. Yoddha,10/14/2018,20:00,37,6,43,2,0,1,9,19,6,0,17,21,6,6,22,Patna Pirates beat U.P. Yoddha (43-37),"Pro Kabaddi League Season 6, 2018",Group,0
638,7,14,Puneri Paltan,10/12/2018,21:00,37,2,41,2,0,2,10,14,8,1,14,20,11,8,17,Dabang Delhi K.C. beat Puneri Paltan (41-37),"Pro Kabaddi League Season 6, 2018",Group,0
638,2,14,Dabang Delhi K.C.,10/12/2018,21:00,41,7,37,4,0,4,6,17,10,0,16,19,10,10,14,Dabang Delhi K.C. beat Puneri Paltan (41-37),"Pro Kabaddi League Season 6, 2018",Group,0
639,28,14,Haryana Steelers,10/13/2018,21:00,26,5,53,0,0,2,12,7,4,1,13,16,16,4,24,U Mumba beat Haryana Steelers (53-26),"Pro Kabaddi League Season 6, 2018",Group,0
639,5,14,U Mumba,10/13/2018,21:00,53,28,26,8,0,1,5,24,15,0,18,23,4,15,7,U Mumba beat Haryana Steelers (53-26),"Pro Kabaddi League Season 6, 2018",Group,0
640,8,14,Telugu Titans,10/13/2018,20:00,34,30,29,0,0,2,8,9,14,1,20,13,12,14,9,Telugu Titans beat U.P. Yoddha (34-29),"Pro Kabaddi League Season 6, 2018",Group,0
640,30,14,U.P. Yoddha,10/13/2018,20:00,29,8,34,0,0,2,7,9,10,1,15,15,14,10,9,Telugu Titans beat U.P. Yoddha (34-29),"Pro Kabaddi League Season 6, 2018",Group,0
641,28,14,Haryana Steelers,10/14/2018,21:00,27,7,45,0,0,2,9,12,4,0,14,15,17,4,16,Puneri Paltan beat Haryana Steelers (45-27),"Pro Kabaddi League Season 6, 2018",Group,0
641,7,14,Puneri Paltan,10/14/2018,21:00,45,28,27,6,0,3,4,16,16,0,23,19,4,16,12,Puneri Paltan beat Haryana Steelers (45-27),"Pro Kabaddi League Season 6, 2018",Group,0
642,4,14,Bengal Warriors,10/16/2018,20:00,30,8,25,2,0,5,6,10,7,0,20,12,10,7,4,Bengal Warriors beat Telugu Titans (30-25),"Pro Kabaddi League Season 6, 2018",Group,0
642,8,14,Telugu Titans,10/16/2018,20:00,25,4,30,0,0,2,6,4,10,3,20,11,11,10,10,Bengal Warriors beat Telugu Titans (30-25),"Pro Kabaddi League Season 6, 2018",Group,0
