date,empty_raids_count,match_id,on_court,opponent_id,opponent_score,played,player_id,player_name,raid_bonus_points,raid_touch_points,result,series_name,stage,start_time,successful_raids_count,successful_tackles_count,super_raids_count,super_tackles_count,tackle_capture_bonus_points,tackle_capture_points,team_id,team_name,unsuccessful_raids_count,unsuccessful_tackles_count,venue_id
7/26/2014,0,1,True,5,44,True,15,Sanjay Shrestha,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,1,1,True,5,44,True,96,Rohit Rana,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,1,1,True,5,44,True,72,Navneet Gautam,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,2,1,False,5,44,True,52,Jasvir Singh,1,7,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,7,3,NA,NA,1,4,3,Jaipur Pink Panthers,3,7,5
7/26/2014,0,1,True,5,44,True,22,Wei Yang,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,0,1,True,5,44,True,144,Gokul Shitole,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,0,1,True,5,44,True,147,Prashant Chavan,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,0,1,True,5,44,True,32,Balbir Singh,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,0,1,True,5,44,True,44,Gangadhari Mallesh,1,2,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,3,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,2,5
7/26/2014,0,1,True,5,44,True,87,Raju Lal Choudhary,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,3,Jaipur Pink Panthers,0,0,5
7/26/2014,5,1,False,5,44,True,86,Rajesh Narwal,0,3,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,2,2,NA,NA,0,2,3,Jaipur Pink Panthers,2,3,5
7/26/2014,1,1,False,5,44,True,143,Maninder Singh,1,10,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,8,5,NA,NA,1,6,3,Jaipur Pink Panthers,5,10,5
7/26/2014,0,1,True,3,28,True,54,Jeeva Kumar,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,0,1,True,3,28,False,53,Jeeva Gopal,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,1,1,True,3,28,True,146,Surender Nada,0,2,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,1,0,NA,NA,0,0,5,U Mumba,0,2,5
7/26/2014,0,1,True,3,28,True,8,Masayuki Shimokawa,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,6,1,False,3,28,True,105,Shabeer Bappu,2,6,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,6,0,NA,NA,0,0,5,U Mumba,1,6,5
7/26/2014,0,1,True,3,28,True,1,Mohammad Ziaur Rahman,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,0,1,True,3,28,True,117,Suresh Pathapalem,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,0,1,True,3,28,True,123,Vishal Mane,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,4,1,False,3,28,True,94,Rishank Devadiga,1,4,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,4,1,NA,NA,0,1,5,U Mumba,1,4,5
7/26/2014,0,1,True,3,28,True,71,Mohit Chhillar,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,4,1,False,3,28,True,29,Anup Kumar,2,11,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,9,0,NA,NA,0,0,5,U Mumba,2,11,5
7/26/2014,0,1,True,3,28,True,145,Md. Aruduzzaman Munshi,0,0,U Mumba beat Jaipur Pink Panthers (45 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/26/2014,0,2,False,2,28,False,3,I Ketut Ariana,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,1,2,False,2,28,True,85,Rajesh Mondal,0,2,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,2,3,NA,NA,0,3,1,Bengaluru Bulls,3,2,5
7/26/2014,1,2,False,2,28,True,150,Parmod Narwal,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,1,NA,NA,1,2,1,Bengaluru Bulls,1,0,5
7/26/2014,0,2,True,2,28,True,45,Gurpreet Singh,0,1,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,1,0,NA,NA,0,0,1,Bengaluru Bulls,0,1,5
7/26/2014,2,2,True,2,28,True,42,Dharmaraj Cheralathan,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,2,28,False,103,Sarun Das,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,2,2,False,2,28,True,69,Manjeet Chhillar,0,10,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,6,4,NA,NA,1,5,1,Bengaluru Bulls,4,10,5
7/26/2014,3,2,False,2,28,True,26,Ajay Thakur,1,9,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,9,3,NA,NA,0,3,1,Bengaluru Bulls,3,9,5
7/26/2014,1,2,True,2,28,True,113,Sunil Hanumanthappa,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,2,28,False,122,Vilam Singh,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,2,28,False,59,Kiran Parmar,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,2,28,False,21,Sinotharan Kanesharajah,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,2,28,False,24,Michael Adam Dubery,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/26/2014,0,2,False,1,42,False,47,Haresh Jalmi,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,0,2,False,1,42,True,80,Punit Kumar Teotia,1,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,2,NA,NA,0,2,2,Dabang Delhi K.C.,2,0,5
7/26/2014,0,2,False,1,42,False,9,Takamitsu Kono,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,0,2,True,1,42,True,28,Amit Singh Chhillar,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,1,2,True,1,42,True,38,Dadaso Balaso Awad,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,1,2,False,1,42,True,4,Ehsan Zamani Fard,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,2,0,5
7/26/2014,0,2,False,1,42,False,11,Dong Ju Hong,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,3,2,False,1,42,True,118,Surjeet Narwal,0,5,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,5,5,NA,NA,0,5,2,Dabang Delhi K.C.,5,5,5
7/26/2014,0,2,False,1,42,False,33,Bhabesh Kumar,0,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/26/2014,1,2,False,1,42,True,107,Shrikant Tewthia,1,1,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,2,2,NA,NA,0,2,2,Dabang Delhi K.C.,2,1,5
7/26/2014,0,2,False,1,42,True,51,Jasmer Singh Gulia,1,0,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,1,0,NA,NA,0,0,2,Dabang Delhi K.C.,1,0,5
7/26/2014,4,2,False,1,42,True,58,Kashiling Adake,4,2,Bengaluru Bulls beat Dabang Delhi (47 - 28),"Pro Kabaddi League Season 1, 2014",NA,21:00,6,4,NA,NA,0,4,2,Dabang Delhi K.C.,5,2,5
7/27/2014,0,3,True,7,34,True,150,Parmod Narwal,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,1,3,True,7,34,True,42,Dharmaraj Cheralathan,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,True,7,34,True,45,Gurpreet Singh,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,7,34,False,59,Kiran Parmar,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,7,34,False,103,Sarun Das,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,7,34,False,3,I Ketut Ariana,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,6,3,True,7,34,True,69,Manjeet Chhillar,1,3,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,4,3,NA,NA,0,3,1,Bengaluru Bulls,3,3,5
7/27/2014,5,3,True,7,34,True,26,Ajay Thakur,3,12,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,10,4,NA,NA,0,4,1,Bengaluru Bulls,4,12,5
7/27/2014,3,3,True,7,34,True,85,Rajesh Mondal,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,1,NA,NA,1,2,1,Bengaluru Bulls,2,0,5
7/27/2014,0,3,True,7,34,True,113,Sunil Hanumanthappa,1,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,2,NA,NA,0,2,1,Bengaluru Bulls,2,0,5
7/27/2014,0,3,False,7,34,False,122,Vilam Singh,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,7,34,False,21,Sinotharan Kanesharajah,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,7,34,False,24,Michael Adam Dubery,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,1,Bengaluru Bulls,0,0,5
7/27/2014,0,3,False,1,39,False,16,Waleed Al Hasani,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,0,3,True,1,39,True,56,Kalimuthu Balamahendran,0,3,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,2,1,NA,NA,0,1,7,Puneri Paltan,1,3,5
7/27/2014,0,3,False,1,39,False,148,Sunil Subhash Lande,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,0,3,True,1,39,True,151,Vikas Tomar,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,0,3,False,1,39,False,7,Mostafa Noudehi,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,0,3,False,1,39,False,10,Simon Kibura,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,2,3,True,1,39,True,79,Pravin Niwale,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,2,NA,NA,0,2,7,Puneri Paltan,2,0,5
7/27/2014,0,3,False,1,39,False,30,Arbinda Khuntia,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,2,3,True,1,39,True,124,Wazir Singh,4,7,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,7,6,NA,NA,0,6,7,Puneri Paltan,6,7,5
7/27/2014,7,3,True,1,39,True,67,Mahipal Narwal,3,3,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,4,2,NA,NA,0,2,7,Puneri Paltan,2,3,5
7/27/2014,0,3,True,1,39,True,70,Manoj Kumar,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,0,3,False,1,39,False,76,Nitin More,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/27/2014,3,3,True,1,39,True,55,Jitesh Joshi,0,0,Bengaluru Bulls beat Puneri Paltan (40 - 37),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,2,NA,NA,1,3,7,Puneri Paltan,2,0,5
7/27/2014,0,4,False,5,35,False,12,Jang Kun Lee,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,False,5,35,False,48,Hitesh Patel,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,True,5,35,True,98,Sachin Khambe,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,4,4,False,5,35,True,66,Mahesh Goud,1,4,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,4,3,NA,NA,0,3,4,Bengal Warriors,3,4,5
7/27/2014,0,4,False,5,35,True,108,Shyam Kumar Sah,0,4,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,3,2,NA,NA,0,2,4,Bengal Warriors,2,4,5
7/27/2014,6,4,False,5,35,True,141,Sunil Jaipal,0,2,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,2,1,NA,NA,0,1,4,Bengal Warriors,1,2,5
7/27/2014,0,4,False,5,35,False,5,Farhad Kamal Gharibi,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,True,5,35,True,73,Nilesh Shinde,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,4,4,False,5,35,True,75,Nitin Madane,1,5,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,6,3,NA,NA,0,3,4,Bengal Warriors,4,5,5
7/27/2014,0,4,True,5,35,True,77,Parveen Kumar,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,False,5,35,False,13,Seong Ryeol Kim,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,False,5,35,False,99,Sanjay Sharma,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,4,Bengal Warriors,0,0,5
7/27/2014,0,4,True,4,24,True,54,Jeeva Kumar,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,0,4,True,4,24,True,146,Surender Nada,0,1,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,1,0,NA,NA,0,0,5,U Mumba,0,1,5
7/27/2014,0,4,False,4,24,False,8,Masayuki Shimokawa,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,0,4,False,4,24,False,53,Jeeva Gopal,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,2,4,False,4,24,True,94,Rishank Devadiga,1,3,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,2,3,NA,NA,0,3,5,U Mumba,3,3,5
7/27/2014,6,4,True,4,24,True,105,Shabeer Bappu,3,12,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,12,0,NA,NA,0,0,5,U Mumba,0,12,5
7/27/2014,0,4,False,4,24,False,1,Mohammad Ziaur Rahman,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,0,4,False,4,24,False,117,Suresh Pathapalem,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,0,4,True,4,24,True,123,Vishal Mane,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,4,4,False,4,24,True,29,Anup Kumar,2,2,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,3,4,NA,NA,0,4,5,U Mumba,5,2,5
7/27/2014,0,4,False,4,24,False,145,Md. Aruduzzaman Munshi,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/27/2014,0,4,True,4,24,True,71,Mohit Chhillar,0,0,U Mumba beat Bengal Warriors (36 - 25),"Pro Kabaddi League Season 1, 2014",NA,21:00,0,0,NA,NA,0,0,5,U Mumba,0,0,5
7/28/2014,0,5,False,7,31,False,47,Haresh Jalmi,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,0,5,True,7,31,True,28,Amit Singh Chhillar,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,2,5,True,7,31,True,80,Punit Kumar Teotia,1,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,1,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,0,5,False,7,31,False,9,Takamitsu Kono,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,0,5,False,7,31,False,11,Dong Ju Hong,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,1,5,True,7,31,True,51,Jasmer Singh Gulia,0,1,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,1,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,1,5
7/28/2014,1,5,True,7,31,True,107,Shrikant Tewthia,2,1,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,3,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,1,5
7/28/2014,4,5,False,7,31,True,58,Kashiling Adake,1,4,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,3,2,NA,NA,1,3,2,Dabang Delhi K.C.,2,4,5
7/28/2014,1,5,True,7,31,True,38,Dadaso Balaso Awad,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,0,5,False,7,31,False,4,Ehsan Zamani Fard,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,5,5,False,7,31,True,118,Surjeet Narwal,1,12,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,13,3,NA,NA,1,4,2,Dabang Delhi K.C.,3,12,5
7/28/2014,0,5,False,7,31,False,33,Bhabesh Kumar,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,2,Dabang Delhi K.C.,0,0,5
7/28/2014,0,5,False,2,35,False,16,Waleed Al Hasani,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/28/2014,0,5,False,2,35,False,148,Sunil Subhash Lande,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/28/2014,0,5,True,2,35,True,151,Vikas Tomar,0,0,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,0,0,NA,NA,0,0,7,Puneri Paltan,0,0,5
7/28/2014,1,5,True,2,35,True,56,Kalimuthu Balamahendran,0,3,Dabang Delhi beat Puneri Paltan (35 - 31),"Pro Kabaddi League Season 1, 2014",NA,20:00,1,0,NA,NA,0,0,7,Puneri Paltan,0,3,5
